,Event Index,Participant Public ID,Task Version,branch-hzku,Question Key,Response
361,20,5d30e6ef53416100199ad7bf,1.0,eligible,pswq8,3
362,21,5d30e6ef53416100199ad7bf,1.0,eligible,pswq8-quantised,3
363,22,5d30e6ef53416100199ad7bf,1.0,eligible,pswq9-quantised,4
364,23,5d30e6ef53416100199ad7bf,1.0,eligible,pswq10,1
365,24,5d30e6ef53416100199ad7bf,1.0,eligible,pswq9,4
366,25,5d30e6ef53416100199ad7bf,1.0,eligible,pswq10-quantised,1
367,26,5d30e6ef53416100199ad7bf,1.0,eligible,pswq11,3
368,27,5d30e6ef53416100199ad7bf,1.0,eligible,pswq11-quantised,3
369,28,5d30e6ef53416100199ad7bf,1.0,eligible,pswq12,4
370,29,5d30e6ef53416100199ad7bf,1.0,eligible,pswq12-quantised,4
371,30,5d30e6ef53416100199ad7bf,1.0,eligible,pswq13,4
372,31,5d30e6ef53416100199ad7bf,1.0,eligible,pswq13-quantised,4
373,32,5d30e6ef53416100199ad7bf,1.0,eligible,pswq14,4
374,33,5d30e6ef53416100199ad7bf,1.0,eligible,pswq14-quantised,4
375,34,5d30e6ef53416100199ad7bf,1.0,eligible,pswq15,4
376,35,5d30e6ef53416100199ad7bf,1.0,eligible,pswq15-quantised,4
377,36,5d30e6ef53416100199ad7bf,1.0,eligible,pswq16,3
378,37,5d30e6ef53416100199ad7bf,1.0,eligible,response-3-quantised,3
379,38,5d30e6ef53416100199ad7bf,1.0,eligible,END QUESTIONNAIRE,87861
380,1,5bdc609519b9ba000157d122,1.0,eligible,BEGIN QUESTIONNAIRE,
381,2,5bdc609519b9ba000157d122,1.0,eligible,response-1,18
382,3,5bdc609519b9ba000157d122,1.0,eligible,sex-quantised,1
383,4,5bdc609519b9ba000157d122,1.0,eligible,sex,Male
384,5,5bdc609519b9ba000157d122,1.0,eligible,pswq1,2
385,6,5bdc609519b9ba000157d122,1.0,eligible,pswq1-quantised,2
386,7,5bdc609519b9ba000157d122,1.0,eligible,pswq2,4
387,8,5bdc609519b9ba000157d122,1.0,eligible,pswq2-quantised,4
388,9,5bdc609519b9ba000157d122,1.0,eligible,sex-text,
389,10,5bdc609519b9ba000157d122,1.0,eligible,pswq3-quantised,3
390,11,5bdc609519b9ba000157d122,1.0,eligible,pswq3,3
391,12,5bdc609519b9ba000157d122,1.0,eligible,pswq4-quantised,4
392,13,5bdc609519b9ba000157d122,1.0,eligible,pswq5,4
393,14,5bdc609519b9ba000157d122,1.0,eligible,pswq4,4
394,15,5bdc609519b9ba000157d122,1.0,eligible,pswq5-quantised,4
395,16,5bdc609519b9ba000157d122,1.0,eligible,pswq6,4
396,17,5bdc609519b9ba000157d122,1.0,eligible,pswq6-quantised,4
397,18,5bdc609519b9ba000157d122,1.0,eligible,pswq7,2
398,19,5bdc609519b9ba000157d122,1.0,eligible,pswq7-quantised,2
399,20,5bdc609519b9ba000157d122,1.0,eligible,pswq8,2
400,21,5bdc609519b9ba000157d122,1.0,eligible,pswq8-quantised,2
401,22,5bdc609519b9ba000157d122,1.0,eligible,pswq9,4
402,23,5bdc609519b9ba000157d122,1.0,eligible,pswq9-quantised,4
403,24,5bdc609519b9ba000157d122,1.0,eligible,pswq10,1
404,25,5bdc609519b9ba000157d122,1.0,eligible,pswq11,2
405,26,5bdc609519b9ba000157d122,1.0,eligible,pswq10-quantised,1
406,27,5bdc609519b9ba000157d122,1.0,eligible,pswq11-quantised,2
407,28,5bdc609519b9ba000157d122,1.0,eligible,pswq12,3
408,29,5bdc609519b9ba000157d122,1.0,eligible,pswq12-quantised,3
409,30,5bdc609519b9ba000157d122,1.0,eligible,pswq13,4
410,31,5bdc609519b9ba000157d122,1.0,eligible,pswq13-quantised,4
411,32,5bdc609519b9ba000157d122,1.0,eligible,pswq14,4
412,33,5bdc609519b9ba000157d122,1.0,eligible,pswq14-quantised,4
413,34,5bdc609519b9ba000157d122,1.0,eligible,pswq15,4
414,35,5bdc609519b9ba000157d122,1.0,eligible,pswq15-quantised,4
415,36,5bdc609519b9ba000157d122,1.0,eligible,pswq16,4
416,37,5bdc609519b9ba000157d122,1.0,eligible,response-3-quantised,4
417,38,5bdc609519b9ba000157d122,1.0,eligible,END QUESTIONNAIRE,46568
418,1,5d52dbbdbc55ef001670c733,1.0,eligible,BEGIN QUESTIONNAIRE,
419,2,5d52dbbdbc55ef001670c733,1.0,eligible,response-1,18
420,3,5d52dbbdbc55ef001670c733,1.0,eligible,sex-quantised,1
421,4,5d52dbbdbc55ef001670c733,1.0,eligible,sex,Male
422,5,5d52dbbdbc55ef001670c733,1.0,eligible,pswq1,2
423,6,5d52dbbdbc55ef001670c733,1.0,eligible,sex-text,
424,7,5d52dbbdbc55ef001670c733,1.0,eligible,pswq1-quantised,2
425,8,5d52dbbdbc55ef001670c733,1.0,eligible,pswq2,1
426,9,5d52dbbdbc55ef001670c733,1.0,eligible,pswq2-quantised,1
427,10,5d52dbbdbc55ef001670c733,1.0,eligible,pswq3,4
428,11,5d52dbbdbc55ef001670c733,1.0,eligible,pswq3-quantised,4
429,12,5d52dbbdbc55ef001670c733,1.0,eligible,pswq4-quantised,2
430,13,5d52dbbdbc55ef001670c733,1.0,eligible,pswq5,3
431,14,5d52dbbdbc55ef001670c733,1.0,eligible,pswq4,2
432,15,5d52dbbdbc55ef001670c733,1.0,eligible,pswq5-quantised,3
433,16,5d52dbbdbc55ef001670c733,1.0,eligible,pswq6,2
434,17,5d52dbbdbc55ef001670c733,1.0,eligible,pswq6-quantised,2
435,18,5d52dbbdbc55ef001670c733,1.0,eligible,pswq7,2
436,19,5d52dbbdbc55ef001670c733,1.0,eligible,pswq7-quantised,2
437,20,5d52dbbdbc55ef001670c733,1.0,eligible,pswq8,4
438,21,5d52dbbdbc55ef001670c733,1.0,eligible,pswq8-quantised,4
439,22,5d52dbbdbc55ef001670c733,1.0,eligible,pswq9,2
440,23,5d52dbbdbc55ef001670c733,1.0,eligible,pswq10,3
441,24,5d52dbbdbc55ef001670c733,1.0,eligible,pswq9-quantised,2
442,25,5d52dbbdbc55ef001670c733,1.0,eligible,pswq10-quantised,3
443,26,5d52dbbdbc55ef001670c733,1.0,eligible,pswq11,4
444,27,5d52dbbdbc55ef001670c733,1.0,eligible,pswq11-quantised,4
445,28,5d52dbbdbc55ef001670c733,1.0,eligible,pswq12,2
446,29,5d52dbbdbc55ef001670c733,1.0,eligible,pswq12-quantised,2
447,30,5d52dbbdbc55ef001670c733,1.0,eligible,pswq13,2
448,31,5d52dbbdbc55ef001670c733,1.0,eligible,pswq13-quantised,2
449,32,5d52dbbdbc55ef001670c733,1.0,eligible,pswq14,4
450,33,5d52dbbdbc55ef001670c733,1.0,eligible,pswq14-quantised,4
451,34,5d52dbbdbc55ef001670c733,1.0,eligible,pswq15,1
452,35,5d52dbbdbc55ef001670c733,1.0,eligible,pswq15-quantised,1
453,36,5d52dbbdbc55ef001670c733,1.0,eligible,pswq16,2
454,37,5d52dbbdbc55ef001670c733,1.0,eligible,response-3-quantised,2
455,38,5d52dbbdbc55ef001670c733,1.0,eligible,END QUESTIONNAIRE,64781
456,1,5d45cc77da9cb60001aa4711,1.0,eligible,BEGIN QUESTIONNAIRE,
457,2,5d45cc77da9cb60001aa4711,1.0,eligible,response-1,18
458,3,5d45cc77da9cb60001aa4711,1.0,eligible,sex,Male
459,4,5d45cc77da9cb60001aa4711,1.0,eligible,sex-quantised,1
460,5,5d45cc77da9cb60001aa4711,1.0,eligible,pswq1,3
461,6,5d45cc77da9cb60001aa4711,1.0,eligible,pswq1-quantised,3
462,7,5d45cc77da9cb60001aa4711,1.0,eligible,pswq2,4
463,8,5d45cc77da9cb60001aa4711,1.0,eligible,pswq2-quantised,4
464,9,5d45cc77da9cb60001aa4711,1.0,eligible,sex-text,
465,10,5d45cc77da9cb60001aa4711,1.0,eligible,pswq3-quantised,1
466,11,5d45cc77da9cb60001aa4711,1.0,eligible,pswq3,1
467,12,5d45cc77da9cb60001aa4711,1.0,eligible,pswq4-quantised,5
468,13,5d45cc77da9cb60001aa4711,1.0,eligible,pswq5,3
469,14,5d45cc77da9cb60001aa4711,1.0,eligible,pswq4,5
470,15,5d45cc77da9cb60001aa4711,1.0,eligible,pswq5-quantised,3
471,16,5d45cc77da9cb60001aa4711,1.0,eligible,pswq6,5
472,17,5d45cc77da9cb60001aa4711,1.0,eligible,pswq6-quantised,5
473,18,5d45cc77da9cb60001aa4711,1.0,eligible,pswq7,3
474,19,5d45cc77da9cb60001aa4711,1.0,eligible,pswq7-quantised,3
475,20,5d45cc77da9cb60001aa4711,1.0,eligible,pswq8,2
476,21,5d45cc77da9cb60001aa4711,1.0,eligible,pswq8-quantised,2
477,22,5d45cc77da9cb60001aa4711,1.0,eligible,pswq9,3
478,23,5d45cc77da9cb60001aa4711,1.0,eligible,pswq9-quantised,3
479,24,5d45cc77da9cb60001aa4711,1.0,eligible,pswq10,1
480,25,5d45cc77da9cb60001aa4711,1.0,eligible,pswq10-quantised,1
481,26,5d45cc77da9cb60001aa4711,1.0,eligible,pswq11,4
482,27,5d45cc77da9cb60001aa4711,1.0,eligible,pswq11-quantised,4
483,28,5d45cc77da9cb60001aa4711,1.0,eligible,pswq12,3
484,29,5d45cc77da9cb60001aa4711,1.0,eligible,pswq12-quantised,3
485,30,5d45cc77da9cb60001aa4711,1.0,eligible,pswq13,4
486,31,5d45cc77da9cb60001aa4711,1.0,eligible,pswq13-quantised,4
487,32,5d45cc77da9cb60001aa4711,1.0,eligible,pswq14,5
488,33,5d45cc77da9cb60001aa4711,1.0,eligible,pswq14-quantised,5
489,34,5d45cc77da9cb60001aa4711,1.0,eligible,pswq15,3
490,35,5d45cc77da9cb60001aa4711,1.0,eligible,pswq15-quantised,3
491,36,5d45cc77da9cb60001aa4711,1.0,eligible,pswq16,5
492,37,5d45cc77da9cb60001aa4711,1.0,eligible,response-3-quantised,5
493,38,5d45cc77da9cb60001aa4711,1.0,eligible,END QUESTIONNAIRE,68488
494,END OF FILE,,,,,
