Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,randomiser-fj1y,Question Key,Response
6,1571759137073,22/10/2019 15:45:37,1571759136199,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571759137073,22/10/2019 15:45:37,1571759136199,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571759137073,22/10/2019 15:45:37,1571759136199,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571759137073,22/10/2019 15:45:37,1571759136200,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571759137073,22/10/2019 15:45:37,1571759136200,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571759137073,22/10/2019 15:45:37,1571759136200,-4,22/10/2019 11:45:36,10353,4,questionnaire-kcu3,,3227515,5d93c01ab560210018e65626,895800,,complete,,5daf23bfa257250016932685,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,1,END QUESTIONNAIRE,51056
1,1571759446101,22/10/2019 15:50:46,1571759445962,-4,22/10/2019 11:50:45,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571759467274,22/10/2019 15:51:07,1571759467183,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,eligibility,Yes
3,1571759467415,22/10/2019 15:51:07,1571759467185,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,eligibility-quantised,1
4,1571759467415,22/10/2019 15:51:07,1571759467185,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571759467415,22/10/2019 15:51:07,1571759467185,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571759467415,22/10/2019 15:51:07,1571759467186,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571759467415,22/10/2019 15:51:07,1571759467186,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571759467415,22/10/2019 15:51:07,1571759467186,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571759467415,22/10/2019 15:51:07,1571759467186,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571759467415,22/10/2019 15:51:07,1571759467187,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571759467415,22/10/2019 15:51:07,1571759467187,-4,22/10/2019 11:51:07,10353,4,questionnaire-kcu3,,3227575,5d1282f7d9cfa900013301c8,895818,,complete,,5daf254a8484bc0018bd0f45,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.90,1440x900,1408x661,,consent form,8,eligible,1,END QUESTIONNAIRE,21225
1,1571759685189,22/10/2019 15:54:45,1571759684900,-4,22/10/2019 11:54:44,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571759791522,22/10/2019 15:56:31,1571759791035,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,eligibility,Yes
3,1571759791662,22/10/2019 15:56:31,1571759791040,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,eligibility-quantised,1
4,1571759791662,22/10/2019 15:56:31,1571759791041,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571759791662,22/10/2019 15:56:31,1571759791042,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571759791662,22/10/2019 15:56:31,1571759791042,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571759791662,22/10/2019 15:56:31,1571759791043,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571759791662,22/10/2019 15:56:31,1571759791044,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571759791662,22/10/2019 15:56:31,1571759791044,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571759791662,22/10/2019 15:56:31,1571759791045,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571759791662,22/10/2019 15:56:31,1571759791046,-4,22/10/2019 11:56:31,10353,4,questionnaire-kcu3,,3227612,5d6720b87f4d800001d81c65,895832,,complete,,5daf26353aee110014bce36a,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1858x977,,consent form,8,eligible,2,END QUESTIONNAIRE,106147
1,1571759809984,22/10/2019 15:56:49,1571759810217,-6,22/10/2019 09:56:50,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571759848006,22/10/2019 15:57:28,1571759848275,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,eligibility,Yes
3,1571759848271,22/10/2019 15:57:28,1571759848284,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,eligibility-quantised,1
4,1571759848271,22/10/2019 15:57:28,1571759848291,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571759848271,22/10/2019 15:57:28,1571759848300,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571759848271,22/10/2019 15:57:28,1571759848303,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571759848271,22/10/2019 15:57:28,1571759848308,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571759848271,22/10/2019 15:57:28,1571759848311,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571759848271,22/10/2019 15:57:28,1571759848314,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571759848271,22/10/2019 15:57:28,1571759848317,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571759848271,22/10/2019 15:57:28,1571759848321,-6,22/10/2019 09:57:28,10353,4,questionnaire-kcu3,,3227630,5c7d6064f066ff001468d0f5,895835,,complete,,5daf26af670a30001034e764,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3946.0,1368x912,1368x802,,consent form,8,eligible,2,END QUESTIONNAIRE,38104
1,1571760249390,22/10/2019 16:04:09,1571760248916,1,22/10/2019 17:04:08,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571760313827,22/10/2019 16:05:13,1571760313397,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,eligibility,Yes
3,1571760314001,22/10/2019 16:05:14,1571760313399,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,eligibility-quantised,1
4,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,END QUESTIONNAIRE,64484
7,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571760314001,22/10/2019 16:05:14,1571760313400,1,22/10/2019 17:05:13,10353,4,questionnaire-kcu3,,3227703,5d3f95a913864b0001b145ad,895844,,complete,,5daf2871a2cae4001738f022,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1715x1143,1715x962,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
1,1571761124976,22/10/2019 16:18:44,1571761148788,1,22/10/2019 17:19:08,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1366x657,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571761170194,22/10/2019 16:19:30,1571761194026,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,eligibility,Yes
3,1571761170320,22/10/2019 16:19:30,1571761194031,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,eligibility-quantised,1
4,1571761170320,22/10/2019 16:19:30,1571761194031,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571761170320,22/10/2019 16:19:30,1571761194032,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571761170320,22/10/2019 16:19:30,1571761194033,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571761170320,22/10/2019 16:19:30,1571761194034,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571761170320,22/10/2019 16:19:30,1571761194038,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571761170320,22/10/2019 16:19:30,1571761194039,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571761170320,22/10/2019 16:19:30,1571761194040,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571761170320,22/10/2019 16:19:30,1571761194041,1,22/10/2019 17:19:54,10353,4,questionnaire-kcu3,,3227861,5ccdd982b11510000184a712,895872,,complete,,5daf2bd8a075d100161fc6e4,computer,Desktop or Laptop,Windows 8.1,Chrome 77.0.3865.120,1366x768,1349x657,,consent form,8,eligible,1,END QUESTIONNAIRE,45253
1,1571761625086,22/10/2019 16:27:05,1571761625056,1,22/10/2019 17:27:05,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571761709545,22/10/2019 16:28:29,1571761709505,1,22/10/2019 17:28:29,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,eligibility,Yes
3,1571761709637,22/10/2019 16:28:29,1571761709508,1,22/10/2019 17:28:29,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,eligibility-quantised,1
4,1571761709637,22/10/2019 16:28:29,1571761709508,1,22/10/2019 17:28:29,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571761709637,22/10/2019 16:28:29,1571761709508,1,22/10/2019 17:28:29,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571761709637,22/10/2019 16:28:29,1571761709508,1,22/10/2019 17:28:29,10353,4,questionnaire-kcu3,,3227951,5d4d73167ec86f001a21fd79,895886,,complete,,5daf2dc7c26dbe0014a12540,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x969,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
